652fd6d626479e3db71e2b3641015ed592539a85,MODIFY,regular-file,sha,2655,1-39
8ab258932c9bc600a18bb9019439bf4f0f9b4ab2,MODIFY,regular-file,src/variables-secret-leak.tf,213,4
